5609,maps.google.com/5609,flat,176899.78
4689,maps.google.com/4689,house,211629.37
2816,maps.google.com/2816,house,282170.97
2415,maps.google.com/2415,house,203638.67
7786,maps.google.com/7786,flat,297874.83
4051,maps.google.com/4051,flat,154087.43
3346,maps.google.com/3346,house,278051.07
4263,maps.google.com/4263,house,246048.03
4225,maps.google.com/4225,house,212808.21
9604,maps.google.com/9604,house,196350.45
5610,maps.google.com/5610,house,109888.63
6981,maps.google.com/6981,house,162283.97
2026,maps.google.com/2026,house,153878.33
8144,maps.google.com/8144,house,195930.73
1421,maps.google.com/1421,flat,170930.57
7021,maps.google.com/7021,house,218312.54
3262,maps.google.com/3262,flat,173371.78
5914,maps.google.com/5914,flat,132845.87
2726,maps.google.com/2726,flat,211180.16
1115,maps.google.com/1115,house,169241.43
2724,maps.google.com/2724,flat,125965.95
5461,maps.google.com/5461,house,190485.69
1310,maps.google.com/1310,house,160079.77
9995,maps.google.com/9995,house,149170.79
2204,maps.google.com/2204,flat,257904.21
5341,maps.google.com/5341,flat,282796.09
8417,maps.google.com/8417,house,275426.16
1595,maps.google.com/1595,flat,244001.19
9812,maps.google.com/9812,house,272225.39
4335,maps.google.com/4335,house,204226.3
5394,maps.google.com/5394,flat,247079.03
9347,maps.google.com/9347,flat,233763.91
2629,maps.google.com/2629,house,216381.86
5569,maps.google.com/5569,house,214855.55
949,maps.google.com/949,flat,142608.46
5886,maps.google.com/5886,house,227521.31
6291,maps.google.com/6291,flat,193810.29
4277,maps.google.com/4277,house,113137.26
7892,maps.google.com/7892,house,271639.03
8652,maps.google.com/8652,flat,248343.95
5153,maps.google.com/5153,flat,268874.35
2853,maps.google.com/2853,flat,284469.0
8351,maps.google.com/8351,house,131286.62
2238,maps.google.com/2238,house,181368.69
4246,maps.google.com/4246,flat,140469.32
8073,maps.google.com/8073,house,243706.19
7175,maps.google.com/7175,house,215636.18
2659,maps.google.com/2659,house,264092.05
6315,maps.google.com/6315,flat,178560.68
7009,maps.google.com/7009,flat,226157.38
9523,maps.google.com/9523,house,175640.14
2471,maps.google.com/2471,flat,145706.66
2427,maps.google.com/2427,house,282749.32
2336,maps.google.com/2336,flat,161084.24
2767,maps.google.com/2767,house,202979.32
8253,maps.google.com/8253,flat,215426.76
3772,maps.google.com/3772,house,167659.57
6457,maps.google.com/6457,house,192451.7
2679,maps.google.com/2679,house,189325.43
2786,maps.google.com/2786,flat,295449.09
4713,maps.google.com/4713,house,215958.85
7929,maps.google.com/7929,house,242971.16
950,maps.google.com/950,house,166096.89
1321,maps.google.com/1321,house,173640.26
4970,maps.google.com/4970,house,131905.39
7900,maps.google.com/7900,flat,243808.32
9593,maps.google.com/9593,flat,290683.54
3999,maps.google.com/3999,flat,161321.88
6543,maps.google.com/6543,flat,146973.0
1413,maps.google.com/1413,house,246949.72
9710,maps.google.com/9710,house,270250.27
4232,maps.google.com/4232,flat,148817.29
3383,maps.google.com/3383,flat,138774.57
7525,maps.google.com/7525,house,162716.79
139,maps.google.com/139,flat,209206.32
6198,maps.google.com/6198,house,236832.17
3396,maps.google.com/3396,flat,144197.53
693,maps.google.com/693,flat,276305.59
2019,maps.google.com/2019,flat,101345.64
5574,maps.google.com/5574,flat,292679.99
3717,maps.google.com/3717,flat,251573.75
7385,maps.google.com/7385,flat,176882.51
4677,maps.google.com/4677,house,117742.33
7408,maps.google.com/7408,house,279361.15
4308,maps.google.com/4308,house,215062.56
3651,maps.google.com/3651,house,131061.36
4559,maps.google.com/4559,flat,168519.93
6939,maps.google.com/6939,house,249575.88
8947,maps.google.com/8947,house,108696.78
7902,maps.google.com/7902,flat,221169.55
6910,maps.google.com/6910,house,107513.13
777,maps.google.com/777,house,278987.06
6898,maps.google.com/6898,house,244075.93
6435,maps.google.com/6435,flat,127337.89
8009,maps.google.com/8009,house,103062.93
5940,maps.google.com/5940,house,291453.79
9845,maps.google.com/9845,flat,220388.4
6348,maps.google.com/6348,flat,167062.48
2288,maps.google.com/2288,house,274309.97
8189,maps.google.com/8189,house,206191.55
86,maps.google.com/86,flat,274832.03
9723,maps.google.com/9723,house,151128.11
2302,maps.google.com/2302,house,221153.73
5309,maps.google.com/5309,flat,195924.8
2485,maps.google.com/2485,flat,233413.41
3760,maps.google.com/3760,house,222431.09
3167,maps.google.com/3167,house,261153.85
1661,maps.google.com/1661,house,192954.51
5157,maps.google.com/5157,house,241384.31
6709,maps.google.com/6709,flat,277107.8
4630,maps.google.com/4630,flat,297684.92
9158,maps.google.com/9158,flat,206930.51
8950,maps.google.com/8950,house,170363.3
5201,maps.google.com/5201,house,264473.54
9623,maps.google.com/9623,house,100491.36
3160,maps.google.com/3160,house,104690.5
4337,maps.google.com/4337,flat,284838.55
46,maps.google.com/46,house,296236.18
491,maps.google.com/491,flat,250938.56
2407,maps.google.com/2407,flat,136176.24
7057,maps.google.com/7057,flat,213820.95
8652,maps.google.com/8652,flat,128716.83
3730,maps.google.com/3730,house,271444.1
9428,maps.google.com/9428,flat,240447.27
1231,maps.google.com/1231,house,247855.64
3175,maps.google.com/3175,flat,158768.28
4960,maps.google.com/4960,flat,250579.02
6654,maps.google.com/6654,flat,151623.5
3497,maps.google.com/3497,flat,154074.13
2382,maps.google.com/2382,flat,107225.4
8775,maps.google.com/8775,flat,145734.46
3850,maps.google.com/3850,flat,139359.22
2060,maps.google.com/2060,house,227293.73
476,maps.google.com/476,flat,164352.55
4211,maps.google.com/4211,flat,249613.27
2243,maps.google.com/2243,flat,212184.51
2684,maps.google.com/2684,flat,236523.87
8407,maps.google.com/8407,house,192466.67
2590,maps.google.com/2590,flat,238577.47
8050,maps.google.com/8050,flat,261656.75
9561,maps.google.com/9561,house,245399.18
2599,maps.google.com/2599,house,207338.01
6532,maps.google.com/6532,house,124307.12
4875,maps.google.com/4875,flat,188182.64
571,maps.google.com/571,flat,216122.02
5308,maps.google.com/5308,house,247990.01
344,maps.google.com/344,flat,249044.65
8876,maps.google.com/8876,house,188616.39
9087,maps.google.com/9087,house,226657.39
4755,maps.google.com/4755,house,110794.4
8242,maps.google.com/8242,flat,285377.86
8951,maps.google.com/8951,house,193060.79
3016,maps.google.com/3016,house,166676.67
5398,maps.google.com/5398,flat,112134.23
9021,maps.google.com/9021,house,208320.78
5238,maps.google.com/5238,house,231964.08
6628,maps.google.com/6628,house,253152.54
5431,maps.google.com/5431,house,182617.49
8579,maps.google.com/8579,flat,216674.38
6706,maps.google.com/6706,house,274016.99
5513,maps.google.com/5513,flat,131374.98
9560,maps.google.com/9560,house,288917.02
1744,maps.google.com/1744,house,235247.46
383,maps.google.com/383,flat,137463.71
5762,maps.google.com/5762,flat,213557.17
4156,maps.google.com/4156,flat,192355.44
707,maps.google.com/707,flat,296566.33
1579,maps.google.com/1579,flat,250100.03
5968,maps.google.com/5968,house,226496.67
5979,maps.google.com/5979,house,163902.11
7122,maps.google.com/7122,flat,225043.97
3583,maps.google.com/3583,house,155713.66
5021,maps.google.com/5021,house,255628.15
3096,maps.google.com/3096,house,295468.55
9277,maps.google.com/9277,flat,207084.36
1548,maps.google.com/1548,flat,202856.76
1929,maps.google.com/1929,flat,138029.8
5339,maps.google.com/5339,house,242139.55
2977,maps.google.com/2977,house,110822.51
3624,maps.google.com/3624,house,219234.61
8697,maps.google.com/8697,house,120285.96
6363,maps.google.com/6363,flat,211702.06
599,maps.google.com/599,flat,190296.76
4588,maps.google.com/4588,flat,158784.1
289,maps.google.com/289,house,174602.72
36,maps.google.com/36,house,225716.46
7507,maps.google.com/7507,house,160672.53
9657,maps.google.com/9657,flat,260114.74
3280,maps.google.com/3280,house,244499.05
7853,maps.google.com/7853,house,123729.34
7896,maps.google.com/7896,house,250769.67
9116,maps.google.com/9116,house,291732.28
8038,maps.google.com/8038,house,175705.68
1839,maps.google.com/1839,house,189234.37
6027,maps.google.com/6027,flat,103715.61
7542,maps.google.com/7542,flat,252472.59
2458,maps.google.com/2458,house,292078.68
1441,maps.google.com/1441,flat,112456.62
9499,maps.google.com/9499,house,242408.83
67,maps.google.com/67,flat,153297.65
8726,maps.google.com/8726,house,110792.19
4302,maps.google.com/4302,flat,294862.35
6671,maps.google.com/6671,house,233380.06
3026,maps.google.com/3026,house,205094.44
7539,maps.google.com/7539,house,183953.57
9898,maps.google.com/9898,house,288351.04
674,maps.google.com/674,house,155568.13
4655,maps.google.com/4655,flat,204213.28
9862,maps.google.com/9862,house,202166.61
6114,maps.google.com/6114,house,274584.35
1393,maps.google.com/1393,house,291661.29
1535,maps.google.com/1535,flat,190346.17
5559,maps.google.com/5559,house,176756.86
7485,maps.google.com/7485,house,101438.39
3183,maps.google.com/3183,flat,227775.35
2876,maps.google.com/2876,house,259102.24
8975,maps.google.com/8975,house,116745.43
9305,maps.google.com/9305,flat,153862.45
2963,maps.google.com/2963,flat,245219.21
744,maps.google.com/744,flat,110650.95
